-0.010427,0.029709,0.357862,
-0.010219,0.029329,0.357862,
-0.009599,0.028198,0.357862,
-0.008584,0.026347,0.357862,
-0.007199,0.023826,0.357862,
-0.005486,0.020701,0.357862,
-0.003505,0.017047,0.357862,
-0.001359,0.012949,0.357862,
0.000842,0.008502,0.357862,
0.002985,0.003808,0.357862,
0.004944,-0.001026,0.357862,
0.006637,-0.005878,0.357862,
0.008074,-0.010596,0.357862,
0.009251,-0.015035,0.357862,
0.010156,-0.019069,0.357862,
0.010780,-0.022582,0.357862,
0.011122,-0.025472,0.357862,
0.011237,-0.027640,0.357862,
0.011017,-0.029062,0.357862,
0.010444,-0.029703,0.357862,
0.009603,-0.029530,0.357862,
0.008570,-0.028537,0.357862,
0.007342,-0.026755,0.357862,
0.005844,-0.024269,0.357862,
0.004177,-0.021126,0.357862,
0.002399,-0.017404,0.357862,
0.000577,-0.013199,0.357862,
-0.001225,-0.008621,0.357862,
-0.002920,-0.003780,0.357862,
-0.004408,0.001209,0.357862,
-0.005679,0.006199,0.357862,
-0.006763,0.011032,0.357862,
-0.007689,0.015553,0.357862,
-0.008485,0.019620,0.357862,
-0.009170,0.023114,0.357862,
-0.009724,0.025935,0.357862,
-0.010130,0.028007,0.357862,
-0.010377,0.029272,0.357862,
-0.010427,0.029709,0.357862,
