-0.012388,0.033332,0.337937,
-0.012146,0.032907,0.337937,
-0.011424,0.031643,0.337937,
-0.010241,0.029576,0.337937,
-0.008627,0.026760,0.337937,
-0.006631,0.023268,0.337937,
-0.004323,0.019180,0.337937,
-0.001825,0.014592,0.337937,
0.000743,0.009610,0.337937,
0.003251,0.004348,0.337937,
0.005558,-0.001077,0.337937,
0.007569,-0.006525,0.337937,
0.009289,-0.011825,0.337937,
0.010713,-0.016815,0.337937,
0.011822,-0.021351,0.337937,
0.012604,-0.025301,0.337937,
0.013057,-0.028553,0.337937,
0.013237,-0.030995,0.337937,
0.013027,-0.032599,0.337937,
0.012406,-0.033325,0.337937,
0.011471,-0.033136,0.337937,
0.010305,-0.032027,0.337937,
0.008901,-0.030034,0.337937,
0.007179,-0.027251,0.337937,
0.005251,-0.023730,0.337937,
0.003184,-0.019559,0.337937,
0.001053,-0.014844,0.337937,
-0.001067,-0.009708,0.337937,
-0.003078,-0.004276,0.337937,
-0.004866,0.001326,0.337937,
-0.006415,0.006932,0.337937,
-0.007757,0.012360,0.337937,
-0.008915,0.017439,0.337937,
-0.009921,0.022006,0.337937,
-0.010789,0.025929,0.337937,
-0.011491,0.029096,0.337937,
-0.012006,0.031420,0.337937,
-0.012319,0.032840,0.337937,
-0.012388,0.033332,0.337937,
