-0.027088,0.032073,0.146972,
-0.026612,0.031733,0.146972,
-0.025196,0.030722,0.146972,
-0.022875,0.029070,0.146972,
-0.019712,0.026816,0.146972,
-0.015795,0.024008,0.146972,
-0.011245,0.020678,0.146972,
-0.006285,0.016860,0.146972,
-0.001124,0.012593,0.146972,
0.004011,0.007919,0.146972,
0.008873,0.002881,0.146972,
0.013283,-0.002414,0.146972,
0.017208,-0.007743,0.146972,
0.020600,-0.012901,0.146972,
0.023394,-0.017720,0.146972,
0.025543,-0.022042,0.146972,
0.027015,-0.025729,0.146972,
0.027870,-0.028606,0.146972,
0.027919,-0.030727,0.146972,
0.027114,-0.032051,0.146972,
0.025610,-0.032480,0.146972,
0.023544,-0.031967,0.146972,
0.020905,-0.030550,0.146972,
0.017590,-0.028398,0.146972,
0.013782,-0.025489,0.146972,
0.009608,-0.021876,0.146972,
0.005205,-0.017633,0.146972,
0.000719,-0.012848,0.146972,
-0.003671,-0.007605,0.146972,
-0.007760,-0.001976,0.146972,
-0.011484,0.003841,0.146972,
-0.014850,0.009591,0.146972,
-0.017856,0.015032,0.146972,
-0.020508,0.019937,0.146972,
-0.022805,0.024144,0.146972,
-0.024665,0.027530,0.146972,
-0.026029,0.030009,0.146972,
-0.026861,0.031521,0.146972,
-0.027088,0.032073,0.146972,
