-0.023631,0.036803,0.194088,
-0.023204,0.036375,0.194088,
-0.021932,0.035104,0.194088,
-0.019848,0.033024,0.194088,
-0.017006,0.030187,0.194088,
-0.013488,0.026659,0.194088,
-0.009411,0.022497,0.194088,
-0.004977,0.017774,0.194088,
-0.000380,0.012571,0.194088,
0.004171,0.006976,0.194088,
0.008448,0.001081,0.194088,
0.012289,-0.004976,0.194088,
0.015675,-0.010968,0.194088,
0.018572,-0.016688,0.194088,
0.020929,-0.021960,0.194088,
0.022708,-0.026622,0.194088,
0.023888,-0.030532,0.194088,
0.024535,-0.033529,0.194088,
0.024470,-0.035630,0.194088,
0.023657,-0.036787,0.194088,
0.022241,-0.036924,0.194088,
0.020347,-0.036016,0.194088,
0.017966,-0.034103,0.194088,
0.014992,-0.031332,0.194088,
0.011595,-0.027718,0.194088,
0.007891,-0.023340,0.194088,
0.004003,-0.018298,0.194088,
0.000062,-0.012711,0.194088,
-0.003767,-0.006697,0.194088,
-0.007299,-0.000368,0.194088,
-0.010483,0.006068,0.194088,
-0.013336,0.012364,0.194088,
-0.015870,0.018287,0.194088,
-0.018103,0.023615,0.194088,
-0.020036,0.028187,0.194088,
-0.021600,0.031870,0.194088,
-0.022748,0.034569,0.194088,
-0.023448,0.036216,0.194088,
-0.023631,0.036803,0.194088,
