-0.019808,0.007824,0.049384,
-0.019477,0.007880,0.049384,
-0.018494,0.008050,0.049384,
-0.016887,0.008332,0.049384,
-0.014697,0.008718,0.049384,
-0.011977,0.009188,0.049384,
-0.008779,0.009684,0.049384,
-0.005271,0.010085,0.049384,
-0.001596,0.010261,0.049384,
0.002094,0.010072,0.049384,
0.005631,0.009361,0.049384,
0.008887,0.008075,0.049384,
0.011823,0.006378,0.049384,
0.014396,0.004407,0.049384,
0.016551,0.002259,0.049384,
0.018246,0.000040,0.049384,
0.019448,-0.002145,0.049384,
0.020188,-0.004082,0.049384,
0.020333,-0.005965,0.049384,
0.019823,-0.007783,0.049384,
0.018784,-0.009350,0.049384,
0.017348,-0.010519,0.049384,
0.015491,-0.011320,0.049384,
0.013146,-0.011987,0.049384,
0.010440,-0.012361,0.049384,
0.007459,-0.012397,0.049384,
0.004299,-0.012055,0.049384,
0.001061,-0.011303,0.049384,
-0.002131,-0.010065,0.049384,
-0.005141,-0.008236,0.049384,
-0.007917,-0.005926,0.049384,
-0.010452,-0.003361,0.049384,
-0.012731,-0.000754,0.049384,
-0.014742,0.001681,0.049384,
-0.016502,0.003786,0.049384,
-0.017932,0.005484,0.049384,
-0.018983,0.006728,0.049384,
-0.019623,0.007486,0.049384,
-0.019808,0.007824,0.049384,
