-0.027862,0.027594,0.122808,
-0.027379,0.027329,0.122808,
-0.025941,0.026541,0.122808,
-0.023585,0.025255,0.122808,
-0.020375,0.023501,0.122808,
-0.016398,0.021314,0.122808,
-0.011772,0.018707,0.122808,
-0.006722,0.015684,0.122808,
-0.001459,0.012250,0.122808,
0.003788,0.008412,0.122808,
0.008774,0.004173,0.122808,
0.013316,-0.000390,0.122808,
0.017373,-0.005061,0.122808,
0.020894,-0.009646,0.122808,
0.023810,-0.013986,0.122808,
0.026069,-0.017933,0.122808,
0.027634,-0.021354,0.122808,
0.028563,-0.024065,0.122808,
0.028665,-0.026148,0.122808,
0.027888,-0.027568,0.122808,
0.026386,-0.028211,0.122808,
0.024300,-0.028014,0.122808,
0.021622,-0.027014,0.122808,
0.018249,-0.025392,0.122808,
0.014367,-0.023099,0.122808,
0.010102,-0.020169,0.122808,
0.005595,-0.016653,0.122808,
0.000993,-0.012616,0.122808,
-0.003521,-0.008109,0.122808,
-0.007742,-0.003173,0.122808,
-0.011603,0.002009,0.122808,
-0.015103,0.007182,0.122808,
-0.018234,0.012110,0.122808,
-0.020998,0.016564,0.122808,
-0.023392,0.020385,0.122808,
-0.025331,0.023459,0.122808,
-0.026754,0.025709,0.122808,
-0.027622,0.027081,0.122808,
-0.027862,0.027594,0.122808,
